no,m,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,label
48,201801,12460.0,82287.0,42.0,,,3898.0,15.0,,,,,67755.0,28.0,,,,,,,,,1400.0,2.0,2815.0,6.0,22631.0,13.0,53085.0,16.0,318.0,3.0,2038.0,2.0,63907.0,15.0,,,,,78480.0,21.0,,,,,,,,,,,,,,,,,32610.0,15.0,23150.0,2.0,22720.0,4.0,,,,,,,,,,,10000.0,,1040.0,,,10000.0,,,,,10000.0,,,19000.0,,,,,,,,,,31070.0,16.0,,,31070.0,16.0,,,,,6010.0,4.0,22010.0,8.0,270.0,2.0,2780.0,2.0,,,30680.0,5.0,19140.0,3.0,,,,,5898.0,1.0,24782.0,4.0,,,,,,,10160.0,,10160.0,,10000.0,10000.0,,25000.0,3.0,,,991.0,6.0,5.0,7.0,1.0,1.0,4.0,5.0,12460.0,,201501.0,201801.0,201606.0,201801.0,,,,,,20500.0,38390.0,12.0,6.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201712,10100.0,57462.0,31.0,,,3077.0,9.0,,,,,50601.0,20.0,,,,,,,,,1310.0,1.0,3513.0,7.0,6385.0,4.0,28787.0,10.0,3299.0,4.0,14168.0,5.0,47524.0,11.0,,,,,59270.0,19.0,,,,,,,100.0,1.0,,,,,,,,,,,4240.0,2.0,45470.0,14.0,9560.0,3.0,,,,,,,2670.0,1.0,8220.0,,1200.0,,,8220.0,,,,,8220.0,,,7140.0,,,100.0,,,,,,2670.0,27050.0,17.0,,,27050.0,17.0,,,,,2040.0,4.0,23820.0,12.0,1190.0,1.0,,,,,13772.0,3.0,13772.0,3.0,,,,,5552.0,2.0,8220.0,1.0,,,,,,,5690.0,,5690.0,,8220.0,8220.0,,,2.0,,,991.0,6.0,5.0,7.0,1.0,1.0,4.0,5.0,10100.0,,201501.0,201712.0,201606.0,201712.0,,,,,,20500.0,35250.0,11.0,6.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201711,5870.0,59931.0,26.0,,,4711.0,7.0,,,,,53936.0,17.0,,,,,,,,,1280.0,3.0,4102.0,4.0,14603.0,4.0,28018.0,9.0,9890.0,4.0,2038.0,2.0,49225.0,10.0,,,,,54869.0,13.0,,,,,300.0,1.0,,,,,,,,,,,0.0,1.0,15959.0,4.0,28910.0,6.0,9700.0,1.0,300.0,1.0,,,,,9719.0,2.0,8520.0,,3100.0,,,8520.0,,,,,8520.0,,,9700.0,,300.0,,,,,,,9700.0,15700.0,8.0,,,15700.0,8.0,,,,,100.0,1.0,8120.0,5.0,7480.0,2.0,,,,,12794.0,3.0,8080.0,2.0,,,,,3690.0,1.0,4714.0,1.0,4390.0,1.0,,,,,4350.0,,4350.0,,4714.0,4390.0,,,2.0,,,991.0,5.0,4.0,7.0,1.0,1.0,3.0,5.0,5870.0,,201501.0,201711.0,201606.0,201711.0,,,,,,20500.0,35250.0,11.0,6.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201710,7190.0,51544.0,27.0,,,10270.0,7.0,,,,,45520.0,18.0,,,,,,,,,,,10199.0,8.0,9757.0,5.0,11180.0,6.0,17310.0,5.0,3098.0,3.0,35250.0,11.0,,,,,53339.0,13.0,,,,,,,,,,,19000.0,1.0,,,,,2080.0,1.0,8733.0,2.0,18176.0,8.0,19000.0,1.0,5350.0,1.0,,,,,,,8860.0,,5350.0,,,8860.0,,,,,8860.0,,,19000.0,,,,,19000.0,,,,,3970.0,3.0,,,3970.0,3.0,,,,,,,3970.0,3.0,,,,,,,9940.0,3.0,3520.0,1.0,,,1791.0,1.0,3520.0,1.0,,,4629.0,1.0,,,,,3600.0,,3600.0,,4629.0,3520.0,,,2.0,,,991.0,4.0,4.0,6.0,1.0,1.0,3.0,4.0,7190.0,,201501.0,201710.0,201606.0,201710.0,,,,,,20500.0,35250.0,10.0,6.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201709,6300.0,65558.0,33.0,20000.0,6.0,17066.0,9.0,,,,,39952.0,18.0,21000.0,7.0,,,,,,,1320.0,3.0,6800.0,7.0,30023.0,13.0,22740.0,7.0,,,4675.0,3.0,22886.0,9.0,,,1000.0,1.0,62212.0,13.0,,,,,,,,,,,,,,,,,2.0,1.0,30140.0,5.0,29570.0,6.0,,,2500.0,1.0,,,,,6130.0,1.0,6140.0,5000.0,6140.0,,,6140.0,5000.0,,,,6000.0,,1000.0,11660.0,,,,,,,,,6130.0,13710.0,4.0,,,13710.0,4.0,,,,,11420.0,3.0,,,2290.0,1.0,,,,,15153.0,6.0,10022.0,4.0,,,,,7822.0,3.0,,,5131.0,2.0,2200.0,1.0,,,5360.0,,5360.0,,4900.0,4900.0,,,2.0,,,991.0,4.0,4.0,6.0,1.0,1.0,3.0,4.0,6300.0,,201501.0,201709.0,201606.0,201709.0,,,,,,20500.0,35250.0,10.0,18.0,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201708,10570.0,38111.0,27.0,1000.0,1.0,2114.0,9.0,,,,,23940.0,18.0,1000.0,1.0,,,,,,,1350.0,3.0,11250.0,6.0,22085.0,11.0,2846.0,4.0,150.0,2.0,430.0,1.0,6716.0,5.0,,,15997.0,5.0,46701.0,12.0,,,,,,,4000.0,1.0,,,,,,,,,9690.0,3.0,34291.0,7.0,1720.0,1.0,1000.0,1.0,,,,,,,,,9620.0,1000.0,800.0,,,9000.0,1000.0,,,,2200.0,,9000.0,14500.0,,,4000.0,,,,,,,22370.0,8.0,,,22360.0,7.0,,,6440.0,2.0,15930.0,6.0,,,,,,,,,25830.0,14.0,22430.0,9.0,,,6870.0,3.0,14630.0,8.0,1030.0,1.0,,,3300.0,2.0,3300.0,4.0,6950.0,,6950.0,,9620.0,9620.0,2100.0,,2.0,,,991.0,4.0,4.0,6.0,1.0,2.0,3.0,4.0,10570.0,,201501.0,201708.0,201606.0,201708.0,,,,,,20500.0,28590.0,8.0,18.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,0
48,201707,1970.0,18948.0,15.0,2000.0,2.0,1690.0,3.0,,,,,14276.0,8.0,2000.0,2.0,,,,,,,1360.0,3.0,7212.0,3.0,1100.0,2.0,7876.0,5.0,1400.0,2.0,,,12586.0,5.0,,,,,18920.0,6.0,,,,,,,,,,,,,,,,,2100.0,1.0,8470.0,3.0,8350.0,2.0,,,,,,,,,,,5900.0,1000.0,1000.0,,,5900.0,1000.0,,,,5900.0,,,4280.0,,,,,,,,,,8310.0,3.0,,,8310.0,3.0,,,,,4210.0,1.0,4100.0,2.0,,,,,,,5940.0,2.0,3930.0,1.0,,,,,,,5940.0,2.0,,,,,,,4210.0,,4210.0,,3930.0,3930.0,,,2.0,,,991.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,1970.0,,201501.0,201707.0,201606.0,201707.0,,,,,,20500.0,28590.0,7.0,18.0,,,,,,,,,,,,,,,,,,,,,,,0
49,201810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54360.0,29.0,,,54360.0,29.0,10.0,1.0,4830.0,6.0,29240.0,8.0,19780.0,10.0,500.0,4.0,,,,,12400.0,2.0,6200.0,1.0,,,6200.0,1.0,,,6200.0,1.0,,,,,,,17890.0,,17890.0,,6200.0,6200.0,,60220.0,5.0,57490.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201810.0,,,,,,102000.0,112960.0,2.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
49,201809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26470.0,21.0,,,26470.0,21.0,10.0,1.0,440.0,2.0,250.0,3.0,23400.0,9.0,2370.0,6.0,,,,,41000.0,4.0,20500.0,2.0,,,20500.0,2.0,,,20500.0,2.0,,,,,,,11290.0,,11290.0,,14000.0,14000.0,,55230.0,5.0,40230.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201809.0,,,,,,102000.0,112610.0,1.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
49,201808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600.0,10.0,,,13600.0,10.0,10.0,1.0,4730.0,2.0,370.0,3.0,8180.0,3.0,310.0,1.0,,,,,7000.0,1.0,,,,,7000.0,1.0,,,,,,,,,,,7530.0,,7530.0,,7000.0,,,61430.0,5.0,54420.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201808.0,,,,,,102000.0,112610.0,1.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
49,201807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46270.0,7.0,,,46270.0,7.0,10.0,1.0,,,15600.0,3.0,30660.0,2.0,0.0,1.0,,,,,22600.0,3.0,14800.0,2.0,,,14800.0,2.0,,,7800.0,1.0,,,,,,,15330.0,,15330.0,,7800.0,7800.0,,69700.0,5.0,60510.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201807.0,,,,,,102000.0,106650.0,1.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
49,201806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13490.0,8.0,,,13490.0,8.0,10.0,1.0,,,11330.0,2.0,70.0,2.0,2080.0,3.0,,,,,17200.0,2.0,8600.0,1.0,,,8600.0,1.0,8600.0,1.0,,,,,,,,,11320.0,,11320.0,,8600.0,8600.0,,75030.0,5.0,67320.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201806.0,,,,,,102000.0,104510.0,1.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
49,201805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4340.0,4.0,,,4340.0,4.0,,,,,20.0,1.0,3800.0,2.0,520.0,1.0,,,,,21400.0,2.0,10700.0,1.0,,,10700.0,1.0,,,10700.0,1.0,,,,,,,3190.0,,3190.0,,10700.0,10700.0,,84500.0,5.0,74790.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201805.0,,,,,,102000.0,104500.0,1.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
49,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88920.0,10.0,50000.0,1.0,38920.0,9.0,10.0,1.0,,,19870.0,3.0,68700.0,4.0,340.0,2.0,,,,,23000.0,2.0,11500.0,1.0,,,11500.0,1.0,,,11500.0,1.0,,,,,,,50000.0,50000.0,19860.0,,11500.0,11500.0,,93350.0,4.0,84270.0,,769.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,,,201708.0,201804.0,201708.0,201804.0,,,,,,102000.0,104270.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
49,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21990.0,7.0,,,21990.0,7.0,10.0,1.0,30.0,1.0,10.0,1.0,21830.0,3.0,110.0,1.0,,,,,21200.0,4.0,10600.0,2.0,,,21200.0,4.0,,,,,,,,,,,19230.0,,19230.0,,10200.0,10200.0,,101770.0,6.0,93690.0,,769.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,,,201708.0,201801.0,201708.0,201803.0,,,,,,102000.0,104270.0,1.0,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
49,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220.0,4.0,,,4220.0,4.0,,,,,340.0,1.0,3880.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,,3800.0,,,,,101770.0,4.0,101770.0,,769.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,,,201708.0,201801.0,201708.0,201802.0,,,,,,102000.0,104270.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0
49,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220630.0,19.0,50000.0,1.0,170630.0,18.0,,,,,43720.0,2.0,175600.0,12.0,1310.0,5.0,,,,,204500.0,10.0,102250.0,5.0,,,102250.0,5.0,,,102250.0,5.0,,,,,,,50000.0,50000.0,43580.0,,50000.0,50000.0,,62900.0,4.0,39220.0,,769.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,,,201708.0,201801.0,201708.0,201801.0,,,,,,102000.0,104270.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0
49,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109260.0,21.0,,,109260.0,21.0,,,28370.0,5.0,36720.0,2.0,40400.0,5.0,2720.0,5.0,1050.0,4.0,,,83000.0,5.0,41600.0,3.0,,,41600.0,3.0,41400.0,2.0,,,,,,,,,38720.0,,38720.0,,40700.0,40700.0,,41390.0,6.0,41390.0,,769.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,,,201708.0,201709.0,201708.0,201712.0,,,,,,102000.0,103500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0
49,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105910.0,16.0,,,105910.0,16.0,,,,,10530.0,5.0,93940.0,6.0,1140.0,3.0,300.0,2.0,,,147400.0,5.0,97450.0,3.0,,,97450.0,3.0,49950.0,2.0,,,,,,,47500.0,1.0,29560.0,,29560.0,,49100.0,49100.0,47500.0,49900.0,7.0,49900.0,,769.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,,,201708.0,201709.0,201708.0,201711.0,,,,,,102000.0,103500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0
50,201810,280.0,386780.0,49.0,,,49400.0,6.0,,,,,,,,,,,,,,,,,114580.0,11.0,28420.0,6.0,153580.0,20.0,90200.0,12.0,,,5420.0,1.0,,,31970.0,4.0,357750.0,39.0,,,,,,,,,,,,,8960.0,4.0,,,115040.0,9.0,35280.0,6.0,131920.0,16.0,75510.0,8.0,,,,,,,293430.0,33.0,30030.0,,10010.0,,,,,,,,5420.0,,10010.0,49170.0,,,,,,3990.0,,,20000.0,2000.0,1.0,,,2000.0,1.0,,,,,,,,,2000.0,1.0,,,,,31880.0,3.0,31880.0,3.0,,,,,2000.0,1.0,19880.0,1.0,10000.0,1.0,,,,,2000.0,,2000.0,,19880.0,19880.0,,19870.0,2.0,,,579.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,510.0,,201303.0,201810.0,201307.0,201810.0,790000.0,1.0,,201807.0,201810.0,37396.0,82187.0,1.0,10.0,,,,,,,5.0,2.0,3.0,2.0,0.0,0.0,,,,,,2.0,0.0,0.0,0.0,0.0,0
50,201809,570.0,664820.0,66.0,,,356820.0,13.0,,,,,,,,,,,,,,,,,96520.0,9.0,253100.0,8.0,151650.0,25.0,163550.0,24.0,,,5410.0,1.0,,,30030.0,3.0,609560.0,47.0,,,,,,,,,,,,,36310.0,7.0,,,121790.0,9.0,50400.0,9.0,307370.0,15.0,130000.0,14.0,,,1910.0,1.0,,,341450.0,36.0,206440.0,,206440.0,,,,,,,,5410.0,,10010.0,166220.0,,,,,,11010.0,1910.0,,40310.0,31660.0,3.0,,,31660.0,3.0,,,,,,,,,31660.0,3.0,,,,,39500.0,6.0,39500.0,6.0,,,19750.0,1.0,,,,,19750.0,5.0,,,,,19870.0,,19870.0,,19750.0,19750.0,,19750.0,2.0,,,579.0,8.0,5.0,6.0,1.0,2.0,4.0,6.0,800.0,,201303.0,201809.0,201307.0,201809.0,790000.0,1.0,,201807.0,201809.0,37396.0,82187.0,1.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,0.0,0.0,,,,,,2.0,0.0,0.0,0.0,0.0,0
50,201808,0.0,353280.0,88.0,,,31230.0,3.0,,,,,,,,,,,,,,,1500.0,1.0,115230.0,26.0,56490.0,28.0,150360.0,26.0,29700.0,7.0,,,5590.0,1.0,,,,,364860.0,54.0,,,,,,,,,,,,,63880.0,22.0,1490.0,1.0,144490.0,14.0,35930.0,15.0,173550.0,21.0,9400.0,3.0,,,,,,,207670.0,46.0,20000.0,,11780.0,,,,,,,,5590.0,,,60730.0,,,,,,9990.0,,,20000.0,19750.0,1.0,,,19750.0,1.0,,,,,,,19750.0,1.0,,,,,,,19990.0,1.0,19990.0,1.0,,,,,,,19990.0,1.0,,,,,,,19750.0,,19750.0,,19990.0,19990.0,,19990.0,2.0,,,579.0,8.0,4.0,6.0,1.0,2.0,3.0,6.0,230.0,,201303.0,201808.0,201307.0,201808.0,790000.0,1.0,,201807.0,201808.0,37396.0,82187.0,1.0,10.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
50,201807,2010.0,572520.0,85.0,,,41650.0,10.0,,,,,,,,,,,,,300000.0,1.0,6980.0,2.0,77510.0,20.0,87480.0,20.0,349560.0,22.0,50990.0,21.0,,,,,,,302000.0,2.0,2128590.0,63.0,,,,,,,,,,,,,152240.0,43.0,11970.0,3.0,106400.0,14.0,40800.0,10.0,1923210.0,22.0,46210.0,14.0,,,,,,,202160.0,55.0,300000.0,,13890.0,,,,,,,300000.0,,,300000.0,790000.0,,,,,,14980.0,,,20000.0,26100.0,4.0,,,26100.0,4.0,,,,,17890.0,1.0,8210.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,17890.0,,17890.0,,,,,14801.0,4.0,,,579.0,7.0,4.0,5.0,1.0,2.0,3.0,5.0,2240.0,,201303.0,201807.0,201307.0,201807.0,790000.0,1.0,,201807.0,201807.0,37396.0,62197.0,1.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201806,,6800.0,5.0,,,2000.0,2.0,,,,,,,,,,,,,,,,,2000.0,2.0,,,,,4800.0,3.0,,,,,,,4800.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,1000.0,,,,,,,,,,3000.0,,,,,,,,,,,8670.0,1.0,,,8670.0,1.0,,,,,,,8670.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,8670.0,,8670.0,,,,,,,,,579.0,6.0,2.0,4.0,1.0,2.0,2.0,4.0,230.0,,201303.0,201806.0,201307.0,201806.0,,,,,,37396.0,47396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201805,,1000.0,2.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,1000.0,1.0,,,1000.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,0.0,,,,,,,,1000.0,,,,,,,,,,,,,58910.0,4.0,50000.0,1.0,8910.0,3.0,,,50000.0,1.0,,,8910.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,50000.0,7050.0,,,,,,1.0,,,579.0,6.0,2.0,4.0,1.0,2.0,2.0,4.0,230.0,,201303.0,201805.0,201307.0,201805.0,,,,,,37396.0,47396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1.0,,,,,,,,,,,,,,,,,,,1000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,6.0,2.0,4.0,1.0,2.0,2.0,4.0,230.0,,201303.0,201804.0,201307.0,201804.0,,,,,,37396.0,47396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3.0,1.0,2.0,,1.0,1.0,2.0,230.0,,201303.0,201509.0,201307.0,201606.0,,,,,,37396.0,37396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3.0,1.0,2.0,,1.0,1.0,2.0,230.0,,201303.0,201509.0,201307.0,201606.0,,,,,,37396.0,37396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3.0,1.0,2.0,,1.0,1.0,2.0,230.0,,201303.0,201509.0,201307.0,201606.0,,,,,,37396.0,37396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3.0,1.0,2.0,,1.0,1.0,2.0,230.0,,201303.0,201509.0,201307.0,201606.0,,,,,,37396.0,37396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
50,201711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.0,3.0,1.0,2.0,,,1.0,2.0,230.0,,201303.0,201509.0,201307.0,201606.0,,,,,,37396.0,37396.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
51,201806,2520.0,2520.0,1.0,,,2520.0,1.0,,,,,2520.0,1.0,,,,,,,,,,,,,2520.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520.0,,2520.0,,,2520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990.0,1.0,,,,,,,,,,,1990.0,1.0,,,1990.0,1.0,,,,,1990.0,,1990.0,1990.0,1.0,,,839.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2860.0,0.0,201403.0,201806.0,201707.0,201806.0,,,,,,3000.0,3000.0,6.0,6.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
51,201805,2010.0,1000.0,1.0,,,1000.0,1.0,,,,,1000.0,1.0,,,,,,,,,,,,,,,,,,,1000.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,,1000.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,1.0,1750.0,1.0,,,1750.0,1.0,,,,,,,,,,,,,,,1750.0,1750.0,,1750.0,1.0,,,839.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2350.0,1010.0,201403.0,201805.0,201707.0,201805.0,,,,,,3000.0,3000.0,6.0,6.0,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0
51,201804,2760.0,1010.0,1.0,,,1010.0,1.0,,,,,1010.0,1.0,,,,,,,,,,,,,,,1010.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,,1010.0,,,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.0,1.0,,,,,511.0,1.0,,,,,,,,,511.0,1.0,,,,,511.0,,511.0,510.0,1.0,,,839.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,3100.0,1750.0,201403.0,201804.0,201707.0,201804.0,,,,,,3000.0,3000.0,6.0,6.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
51,201803,1750.0,1240.0,1.0,,,1240.0,1.0,,,,,1240.0,1.0,,,,,,,,,,,,,,,,,1240.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,,1240.0,,,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,1.0,1940.0,1.0,,,,,1940.0,1.0,,,,,,,,,,,,,1940.0,1940.0,,1940.0,1.0,,,839.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2090.0,510.0,201403.0,201803.0,201707.0,201803.0,,,,,,3000.0,3000.0,5.0,5.0,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0
